"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","fish_id","bin","part_type"
166,"V330547_L192_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,735.1653,"V330547","L0192","P"
167,"V330548_L193_1_C.jpg",NA,416.316,0,NA,0,0,NA,0,0,NA,0,0,0,0,12,0,NA,0,NA,NA,0,67.8823,346.8833,311.1913,90.6201,694.2881,"V330548","L0193","C"
168,"V330548_L193_1_P.jpg",2973.0658,NA,0,NA,0,0,NA,0,1,118.8486,0,0,0,0,0,3,61.6604,0,NA,NA,0,NA,NA,NA,NA,704.8659,"V330548","L0193","P"
169,"V330549_L194_1_C.jpg",3979.4874,491.098,0,NA,0,0,NA,0,1,153.8831,0,10,8,17,12,4,NA,0,NA,NA,0,NA,534.161,NA,139.1402,710.5378,"V330549","L0194","C"
170,"V330549_L194_1_P.jpg",NA,NA,0,NA,0,1,257.6199,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,350.8219,NA,NA,734,"V330549","L0194","P"
171,"V330554_L200_1_C.jpg",NA,450.8288,0,NA,0,1,197.9091,0,1,134.1641,0,7,6,16,11,6,135.0333,0,NA,NA,0,167.3559,538.5731,357.8058,NA,699.1223,"V330554","L0200","C"
172,"V330555_L201_1_C.jpg",4817.1029,557.2685,0,NA,0,1,255.8124,0,1,210.2189,0,0,0,0,0,0,NA,0,NA,NA,0,NA,668.766,749.8907,118.4567,731.1689,"V330555","L0201","C"
173,"V330555_L201_1_P.jpg",NA,NA,0,NA,0,1,261.3963,0,0,NA,0,0,0,0,0,5,135.8308,0,NA,NA,0,173.9224,NA,NA,NA,NA,"V330555","L0201","P"
174,"V330555_L201_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.8723,"V330555","L0201","P"
175,"V330556_L202_1_P.jpg",NA,544.4902,0,NA,0,0,NA,0,1,147.7329,0,0,0,0,12,4,145.5232,0,NA,NA,0,182.1867,572.7565,394.4629,176.5673,715.8191,"V330556","L0202","P"
176,"V330557_L203_1_C.jpg",NA,592.2059,0,NA,0,1,301.7018,0,1,122.4418,0,0,0,0,0,0,NA,0,NA,NA,0,NA,597.1265,NA,154.5057,682.7825,"V330557","L0203","C"
177,"V330557_L203_1_P.jpg",4448.8866,585.1762,0,NA,0,1,240.6657,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330557","L0203","P"
178,"V330557_L203_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,144.0555,0,10,8,18,9,5,144.5545,0,NA,NA,0,185.2998,543.0727,524.1832,101.2719,704.5566,"V330557","L0203","P"
179,"V330558_L204_1_C.jpg",NA,499.7226,0,NA,0,0,NA,1,1,126.4911,0,0,0,0,10,3,172.0465,0,NA,NA,0,184.3909,NA,461.5106,118.1863,NA,"V330558","L0204","C"
180,"V330558_L204_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.5977,"V330558","L0204","C"
181,"V330558_L204_1_P.jpg",4297.4077,520.7138,0,NA,0,0,NA,0,1,117.6435,0,0,0,18,11,5,156.205,0,NA,NA,0,180.0444,400.4997,539.2291,124.0645,711.6516,"V330558","L0204","P"
182,"V330559_L205_1_C.jpg",NA,410.3997,1,202.8694,0,0,NA,1,1,103.3247,0,0,0,0,12,5,76.4199,0,NA,NA,0,108.0185,331.8795,280.8558,NA,721.224,"V330559","L0205","C"
183,"V330559_L205_1_P.jpg",NA,440.1035,0,NA,0,1,247.4773,0,1,101.8676,0,9,7,18,11,0,NA,0,NA,NA,0,NA,386.6277,NA,NA,723,"V330559","L0205","P"
184,"V330560_L206_1_C.jpg",NA,610.6034,0,NA,0,1,262.7206,0,1,136.4177,0,0,0,0,0,5,176.0202,0,NA,NA,0,180.0197,309.6377,450.4733,NA,701.2886,"V330560","L0206","C"
185,"V330560_L206_1_P.jpg",4940.753,577.0612,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,128.0625,0,NA,NA,0,214.4015,NA,NA,97.4064,712.6402,"V330560","L0206","P"
186,"V330561_L209_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,706.2691,"V330561","L0209","C"
187,"V330561_L209_1_P.jpg",NA,476.688,0,NA,0,0,NA,0,0,NA,0,9,9,0,0,0,NA,0,NA,NA,0,180.4882,NA,NA,NA,NA,"V330561","L0209","P"
188,"V330561_L209_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.3456,"V330561","L0209","P"
189,"V330562_L210_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,91.0824,0,0,0,0,0,4,76.0263,0,NA,NA,0,80.6226,360.0889,342.5318,NA,672.7258,"V330562","L0210","C"
190,"V330562_L210_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.2589,"V330562","L0210","P"
191,"V330564_L213_1_P.jpg",NA,360.7634,0,NA,0,0,NA,0,1,71.4703,0,0,0,0,0,0,NA,0,NA,NA,0,122.4091,268.9015,290.682,62.6418,710.5519,"V330564","L0213","P"
192,"V330565_L214_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,6,NA,0,NA,NA,0,148.1891,NA,NA,NA,702.9097,"V330565","L0214","C"
193,"V330565_L214_1_P.jpg",NA,439.0368,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330565","L0214","P"
194,"V330565_L214_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,561.0321,NA,NA,NA,"V330565","L0214","P"
195,"V330565_L214_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,560.4463,150.2698,702.5447,"V330565","L0214","P"
197,"V330567_L216_1_C.jpg",2986.9048,377.2653,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,140.4564,0,NA,NA,0,NA,NA,NA,72,689.9623,"V330567","L0216","C"
198,"V330567_L216_1_P.jpg",NA,383.7982,0,NA,0,0,NA,0,0,68.4105,1,0,0,0,0,4,NA,0,NA,NA,0,107.0794,336.0268,399.845,165.3269,717.6211,"V330567","L0216","P"
199,"V330568_L217_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,111.3239,711.7654,"V330568","L0217","C"
200,"V330568_L217_1_P.jpg",2939.4397,363.2813,0,NA,0,1,245.5239,0,1,117.1537,0,7,0,17,11,5,110.0227,0,NA,NA,0,121.5648,342.4865,337.2432,NA,693.3181,"V330568","L0217","P"
201,"V330569_L218_1_C.jpg",NA,NA,0,NA,0,1,256.3201,0,1,127.122,0,9,8,0,12,4,96.0833,0,NA,NA,0,138.9244,NA,NA,NA,704.3437,"V330569","L0218","C"
202,"V330569_L218_1_P.jpg",NA,421.8085,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,706.2308,"V330569","L0218","P"
203,"V330570_L219_1_C.jpg",NA,NA,0,NA,0,1,233.0322,0,0,NA,0,0,0,0,0,0,169.1656,0,NA,NA,0,NA,NA,NA,NA,709.9866,"V330570","L0219","C"
204,"V330570_L219_1_P.jpg",3107.8385,386.7396,0,NA,0,1,206.6495,0,1,107.629,0,8,8,17,9,4,121.6553,0,NA,NA,0,NA,325.9939,388.8033,115.1694,706.9031,"V330570","L0219","P"
205,"V330571_L220_1_C.jpg",NA,231.158,0,NA,0,0,NA,0,1,83.5703,0,10,7,17,0,5,50.9902,0,NA,NA,0,NA,320.0062,276.8465,NA,685.3816,"V330571","L0220","C"
206,"V330571_L220_1_P.jpg",1911.3983,238.1184,0,NA,0,1,174.631,0,1,98.7927,0,9,7,17,11,5,63.561,0,NA,NA,0,NA,280.5851,297.8456,70.9366,708.3784,"V330571","L0220","P"
207,"V330572_L221_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,733.4303,"V330572","L0221","C"
208,"V330572_L221_1_P.jpg",3725.8929,452.879,0,NA,0,0,NA,0,0,NA,0,6,7,15,10,3,184.0435,0,NA,NA,0,152.3155,376.0851,NA,118.9285,710.2112,"V330572","L0221","P"
209,"V330573_L222_1_P.jpg",3275.5979,409.2483,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330573","L0222","P"
210,"V330573_L222_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,106.5317,0,NA,NA,0,NA,432.3852,NA,108.1665,702.5895,"V330573","L0222","P"
211,"V330574_L223_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,9,10,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.2744,"V330574","L0223","P"
212,"V330575_L224_1_P.jpg",NA,522.8476,0,NA,0,0,NA,0,0,NA,0,9,11,17,0,5,109.4897,0,NA,NA,0,NA,NA,NA,NA,NA,"V330575","L0224","P"
213,"V330575_L224_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,728.3763,"V330575","L0224","P"
214,"V330576_L225_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,717.5514,"V330576","L0225","C"
215,"V330576_L225_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,97.949,731.225,"V330576","L0225","P"
216,"V330577_L226_1_P.jpg",2783.9163,340.4082,0,NA,0,0,NA,0,1,110.1454,0,10,7,18,13,5,110.1454,0,NA,NA,0,138.2932,399.89,381.1889,96.0469,711.1076,"V330577","L0226","P"
217,"V330578_L227_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,745.5468,"V330578","L0227","C"
218,"V330578_L227_1_P.jpg",3887.4132,513.953,0,NA,0,0,NA,0,1,141.4214,0,8,8,16,12,5,117.7115,0,NA,NA,0,NA,NA,NA,95.4149,712.1011,"V330578","L0227","P"
219,"V330578_L227_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,79.196,538.5908,436.8066,NA,NA,"V330578","L0227","P"
220,"V330579_L228_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.9539,"V330579","L0228","C"
221,"V330579_L228_1_P.jpg",NA,540.9906,0,NA,0,0,NA,0,1,128.8604,0,9,7,16,12,5,99.363,0,NA,NA,0,123.1463,NA,NA,NA,710.2908,"V330579","L0228","P"
222,"V330581_L230_1_P.jpg",NA,550.3356,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,144.2221,0,NA,NA,0,175.4537,636.2012,608.4866,NA,734.7925,"V330581","L0230","P"
223,"V330583_L232_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,59.1692,723.1556,"V330583","L0232","C"
224,"V330583_L232_1_P.jpg",NA,355.4152,0,NA,0,0,NA,0,1,87.4643,0,0,0,0,0,5,75,0,NA,NA,0,NA,320.0031,NA,NA,NA,"V330583","L0232","P"
225,"V330583_L232_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,657.493,"V330583","L0232","P"
226,"V330584_L283_1_P.jpg",4643.3186,599.7169,0,NA,0,0,NA,0,1,120.5985,0,8,9,17,11,5,108.6646,0,NA,NA,0,166.3731,604.053,612.8882,224.8911,704.5566,"V330584","L0283","P"
227,"V330585_L236_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,554.4006,621.7009,NA,704.5566,"V330585","L0236","C"
228,"V330585_L236_1_P.jpg",4372.1021,619.8879,0,NA,0,0,NA,0,1,129.5531,0,9,7,16,10,5,184.1738,0,NA,NA,0,NA,NA,NA,107.7033,720,"V330585","L0236","P"
229,"V330586_L237_1_P.jpg",3141.4255,416.7743,0,NA,0,0,NA,0,1,67.4166,0,9,7,0,0,4,NA,0,NA,NA,0,NA,420.1071,NA,131.8977,712.0688,"V330586","L0237","P"
230,"V330587_L238_1_P.jpg",3045.9235,402.4831,0,NA,0,1,280.1428,0,1,155.7691,0,8,7,17,11,5,162.2498,0,NA,NA,0,NA,312.5188,NA,78,721.2302,"V330587","L0238","P"
231,"V330588_L239_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,682.302,"V330588","L0239","C"
232,"V330588_L239_1_P.jpg",NA,361.989,0,NA,0,0,NA,0,1,89.0449,0,8,7,17,12,4,153.2645,0,NA,NA,0,127.738,279.9018,385.3687,NA,NA,"V330588","L0239","P"
233,"V330588_L239_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.1589,"V330588","L0239","P"
234,"V330589_L240_1_P.jpg",3525.6545,458.2601,0,NA,0,0,NA,0,0,NA,0,0,0,19,11,3,183.5211,0,NA,NA,0,NA,NA,NA,NA,NA,"V330589","L0240","P"
235,"V330589_L240_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,79.6994,0,0,0,0,0,0,NA,0,NA,NA,0,NA,340.5877,489.5386,75.4718,700.4113,"V330589","L0240","P"
236,"V330590_L241_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,689.6724,"V330590","L0241","C"
237,"V330590_L241_1_P.jpg",NA,520.7012,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.3999,"V330590","L0241","P"
238,"V330591_L242_1_C.jpg",4093.9612,568.2632,0,NA,0,1,392.3264,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330591","L0242","C"
239,"V330591_L242_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,144.2775,0,9,6,16,10,5,135.8234,0,NA,NA,0,NA,614.9211,NA,76.4199,716.1787,"V330591","L0242","C"
240,"V330591_L242_1_P.jpg",4005.487,510.5848,0,NA,0,1,419.6951,0,1,162.4315,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.731,"V330591","L0242","P"
241,"V330592_L243_1_C.jpg",NA,516.7118,0,NA,0,0,NA,0,1,129.9731,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330592","L0243","C"
242,"V330592_L243_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.1826,"V330592","L0243","C"
243,"V330592_L243_1_P.jpg",NA,407.7761,0,NA,0,0,NA,0,1,133.154,0,0,0,0,0,4,117.1537,0,NA,NA,0,NA,NA,NA,NA,708.3685,"V330592","L0243","P"
244,"V330593_L244_1_C.jpg",3840.1949,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688,"V330593","L0244","C"
245,"V330594_L245_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,78.9177,NA,"V330594","L0245","C"
246,"V330594_L245_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,728.0549,"V330594","L0245","P"
247,"V330595_L246_1_C.jpg",NA,400.8361,0,NA,0,0,NA,0,1,99.1615,0,0,0,0,0,5,105.2616,0,NA,NA,0,NA,234.5464,449.9111,NA,707.6722,"V330595","L0246","C"
248,"V330595_L246_1_P.jpg",3314.3959,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,716.774,"V330595","L0246","P"
249,"V330598_L249_1_P.jpg",2745.6671,351.6829,0,NA,0,1,292.2499,0,1,152.7645,0,0,0,19,11,4,97.6729,0,NA,NA,0,NA,379.5208,395.0557,107.3313,705.0511,"V330598","L0249","P"
250,"V330599_L250_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,121.6553,0,0,0,0,0,4,124.1934,0,NA,NA,0,NA,NA,NA,116.8247,722.0416,"V330599","L0250","P"
251,"V330600_L251_2_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.1021,"V330600","L0251","C"
252,"V330600_L251_2_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,545.2339,461.7359,NA,709.3659,"V330600","L0251","P"
253,"V330600_L251_2_P.jpg",NA,NA,0,NA,0,0,NA,0,1,113.7014,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330600","L0251","P"
254,"V330601_L252_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,103.6195,NA,NA,NA,723.3982,"V330601","L0252","C"
255,"V330601_L252_1_P.jpg",NA,419.6419,0,NA,0,0,NA,0,1,147.611,0,0,0,0,0,6,122.45,0,NA,NA,0,NA,NA,NA,NA,NA,"V330601","L0252","P"
256,"V330601_L252_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.4418,"V330601","L0252","P"
257,"V330603_L254_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,366.8787,479.1701,NA,706.3852,"V330603","L0254","C"
258,"V330603_L254_1_P.jpg",NA,450.8351,0,NA,0,0,NA,0,1,106.4049,0,0,0,0,11,4,116.4989,0,NA,NA,0,NA,NA,NA,163.6857,721.5608,"V330603","L0254","P"
259,"V330605_L256_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,194.0309,704,"V330605","L0256","C"
260,"V330605_L256_1_P.jpg",4557.5713,601.3159,0,NA,0,0,NA,0,1,141.4214,0,0,0,15,11,5,161.2452,0,NA,NA,0,NA,640.05,658.5924,141.8732,717.8858,"V330605","L0256","P"
261,"V330606_L257_1_P.jpg",NA,497.5689,0,NA,1,0,NA,1,1,130.2306,0,10,9,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330606","L0257","P"
262,"V330606_L257_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,723.1072,"V330606","L0257","P"
263,"V330607_L258_1_C.jpg",3255.0515,430.8867,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,239.0684,302.9045,0,NA,NA,NA,139.6697,707.7241,"V330607","L0258","C"
264,"V330607_L258_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,713.2812,"V330607","L0258","P"
265,"V330608_L259_1_P.jpg",2274.3819,299.2981,0,NA,0,0,NA,0,1,91.0934,0,0,0,0,0,4,75.8947,0,NA,NA,0,NA,320.0312,323.6943,51.264,696.685,"V330608","L0259","P"
266,"V330609_L260_1_P.jpg",NA,NA,1,165.7468,0,1,247.3863,0,1,136.8211,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,670.3432,"V330609","L0260","P"
267,"V330610_L261_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,360.5385,0,NA,NA,NA,NA,694.3947,"V330610","L0261","C"
268,"V330610_L261_1_P.jpg",NA,483.6647,0,NA,0,1,257.9477,0,1,157.035,0,0,0,0,10,5,165.3269,2,357.0504,NA,0,685.4524,489.4507,586.3139,145.1206,695.4632,"V330610","L0261","P"
269,"V330611_L262_1_P.jpg",2685.0151,NA,0,NA,0,0,NA,0,1,102.1763,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330611","L0262","P"
270,"V330611_L262_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.7957,"V330611","L0262","P"
271,"V330612_L263_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330612","L0263","C"
272,"V330612_L263_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.9688,"V330612","L0263","C"
273,"V330612_L263_1_P.jpg",NA,NA,0,NA,0,0,235.7626,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,250.4596,396.1818,342.3814,95.2943,712.6184,"V330612","L0263","P"
274,"V330613_L264_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,10,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.0452,"V330613","L0264","C"
275,"V330613_L264_1_P.jpg",NA,739.4091,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,213.3542,0,NA,NA,0,164.4384,NA,NA,NA,718.8992,"V330613","L0264","P"
276,"V330614_L265_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,278.2894,NA,NA,702.0256,"V330614","L0265","C"
277,"V330614_L265_1_P.jpg",NA,367.8345,0,NA,0,0,NA,0,1,135.2997,0,10,0,0,0,6,123.9113,0,NA,NA,0,NA,440.6733,412.3227,112.9292,712.6184,"V330614","L0265","P"
278,"V330615_L266_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.5418,"V330615","L0266","C"
279,"V330615_L266_1_P.jpg",2677.3786,343.8236,0,NA,0,0,NA,0,1,80.4984,0,6,6,0,0,5,60.6712,0,NA,NA,0,NA,399.0451,384.0117,57.6281,693.1039,"V330615","L0266","P"
280,"V330616_L267_2_P.jpg",3455.4249,NA,0,NA,0,0,NA,0,1,145.561,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,201.3579,714.7433,"V330616","L0267","P"
281,"V330618_L269_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,718.0599,"V330618","L0269","C"
282,"V330618_L269_1_P.jpg",NA,549.0725,1,170.5784,0,1,357.7555,0,1,117.8813,0,10,0,17,11,4,121.4907,0,NA,NA,0,203.8235,427.4026,381.425,NA,728.5554,"V330618","L0269","P"
283,"V330619_L270_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,309.076,390,80.6226,726.9938,"V330619","L0270","P"
284,"V330620_L271_1_C.jpg",NA,469.5178,0,NA,0,0,NA,0,1,74.4312,0,0,0,0,0,0,84.214,0,NA,NA,0,240.2166,453.5416,NA,NA,NA,"V330620","L0271","C"
285,"V330620_L271_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,714.6748,"V330620","L0271","C"
286,"V330620_L271_1_P.jpg",NA,482.2837,0,NA,0,0,NA,0,1,96.933,0,0,0,0,0,0,114.3547,0,NA,NA,0,NA,543.7371,NA,NA,NA,"V330620","L0271","P"
287,"V330620_L271_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,707.6058,"V330620","L0271","P"
288,"V330621_L272_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,131.5751,0,0,0,0,0,5,105.2236,0,NA,NA,0,NA,NA,NA,NA,688.9761,"V330621","L0272","P"
289,"V330622_L273_1_P.jpg",NA,751.9444,0,NA,0,0,NA,0,1,134.4619,0,0,0,0,11,5,117.0982,0,NA,NA,0,246.7387,522.2107,541.4795,NA,708.5309,"V330622","L0273","P"
290,"V330623_L274_1_P.jpg",2907.3034,360.4053,0,NA,0,0,NA,0,1,91.4822,0,0,0,0,0,5,83.9345,0,NA,NA,0,NA,426.7552,374.7746,87.367,713.3309,"V330623","L0274","P"
291,"V330624_L276_1_P.jpg",NA,561.4508,0,NA,0,0,NA,0,1,102.2155,0,0,0,17,10,4,104.69,0,NA,NA,0,NA,456.2806,302.6549,NA,716.0112,"V330624","L0276","P"
292,"V330625_L277_1_P.jpg",NA,557.9066,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,3,239.3658,0,NA,NA,0,NA,NA,NA,125.6025,716.0447,"V330625","L0277","P"
293,"V330627_L280_1_P.jpg",NA,651.8356,0,NA,0,0,NA,0,1,140.6165,0,8,7,17,0,0,147.1224,0,NA,NA,0,NA,NA,NA,NA,708.1589,"V330627","L0280","P"
294,"V330628_L281_2_P.jpg",4348.6716,603.7732,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,5,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330628","L0281","P"
295,"V330628_L281_2_P.jpg",NA,NA,0,NA,0,0,NA,0,0,144.4991,0,0,0,0,0,0,130.2306,0,NA,NA,0,NA,538.8581,538.5908,124.964,712.8759,"V330628","L0281","P"
296,"V330629_L282_1_C.jpg",NA,NA,0,NA,1,0,NA,1,1,136,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,689.6724,"V330629","L0282","C"
297,"V330629_L282_2_P.jpg",NA,797.7895,0,NA,1,0,NA,1,1,160.9969,0,11,8,18,0,0,227.5434,0,NA,NA,0,NA,NA,NA,NA,730.4683,"V330629","L0282","P"
298,"V330631_L285_1_C.jpg",NA,368.2553,0,NA,0,0,NA,0,1,96.1041,0,0,0,0,0,4,91.0824,0,NA,NA,0,NA,407.0037,359.2548,NA,NA,"V330631","L0285","C"
299,"V330631_L285_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,710.4365,"V330631","L0285","C"
300,"V330631_L285_1_P.jpg",NA,347.5102,0,NA,1,0,NA,1,1,101.6071,0,0,0,0,0,0,88.7694,0,NA,NA,0,NA,NA,NA,NA,730.252,"V330631","L0285","P"
301,"V330633_L287_1_P.jpg",NA,371.0082,0,NA,0,0,NA,0,1,136.4588,0,0,0,16,9,4,93.1933,0,NA,NA,0,NA,NA,NA,NA,703.0505,"V330633","L0287","P"
