"","Microfossil_Type","Morphotype","Genus_Type","Species","Variety","Sample_ID","Transect","Count","Recorder"
"12788","Phytolith","Elongate","Dentate",NA,NA,"V356093_LXXXX",2,0,"Megan O'toole"
"12789","Phytolith","Elongate","Entire_type_1",NA,NA,"V356093_LXXXX",2,0,"Megan O'toole"
"12790","Phytolith","Elongate","Entire_type_2",NA,NA,"V356093_LXXXX",2,7,"Megan O'toole"
"12791","Phytolith","Elongate","Sinuate",NA,NA,"V356093_LXXXX",2,2,"Megan O'toole"
"12792","Phytolith","Oblong","Psilate",NA,NA,"V356093_LXXXX",2,8,"Megan O'toole"
"12793","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V356093_LXXXX",2,0,"Megan O'toole"
"12794","Phytolith","Polygonal","Tabular_type_2",NA,NA,"V356093_LXXXX",2,9,"Megan O'toole"
"12795","Phytolith","Polyhedral","Sclereid",NA,NA,"V356093_LXXXX",2,1,"Megan O'toole"
"12796","Phytolith","Rondel",NA,NA,NA,"V356093_LXXXX",2,2,"Megan O'toole"
"12797","Phytolith","Spheroid","Granulate",NA,NA,"V356093_LXXXX",2,1,"Megan O'toole"
"12798","Phytolith","Spheroid","Psilate",NA,NA,"V356093_LXXXX",2,3,"Megan O'toole"
"12799","Phytolith","Spheroid","Ornate",NA,NA,"V356093_LXXXX",2,12,"Megan O'toole"
"12800","Phytolith","Spheroid","Plicate",NA,NA,"V356093_LXXXX",2,1,"Megan O'toole"
"12801","Phytolith","Tracheary_annulate",NA,NA,NA,"V356093_LXXXX",2,1,"Megan O'toole"
"12802","Phytolith","Cross",NA,NA,NA,"V356093_LXXXX",2,0,"Megan O'toole"
"12803","Phytolith","Unknown_Fragment",NA,NA,NA,"V356093_LXXXX",2,41,"Megan O'toole"
"12804","Sponge_Spicule",NA,NA,NA,NA,"V356093_LXXXX",2,12,"Megan O'toole"
"12805","Charred",NA,NA,NA,NA,"V356093_LXXXX",2,26,"Megan O'toole"
"12806","Unknown",NA,NA,NA,NA,"V356093_LXXXX",2,2,"Megan O'toole"
"12807","Diatom","Araphid",NA,"spp.",NA,"V356093_LXXXX",3,3,"Megan O'toole"
"12808","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12809","Diatom","Araphid","Fragilariales","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12810","Diatom","Araphid","Odontidium","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12811","Diatom","Araphid","Punctastriata","mimetica",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12812","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12813","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12814","Diatom","Araphid","Staurosira","construens","construens","V356093_LXXXX",3,0,"Megan O'toole"
"12815","Diatom","Araphid","Staurosira","construens","binodis","V356093_LXXXX",3,0,"Megan O'toole"
"12816","Diatom","Araphid","Staurosira","construens","venter","V356093_LXXXX",3,0,"Megan O'toole"
"12817","Diatom","Araphid","Staurosirella","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12818","Diatom","Araphid","Staurosirella","leptostauron","leptostauron","V356093_LXXXX",3,0,"Megan O'toole"
"12819","Diatom","Araphid","Staurosirella","leptostauron","dubia","V356093_LXXXX",3,0,"Megan O'toole"
"12820","Diatom","Araphid","Staurosirella","pinnata",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12821","Diatom","Araphid","Tetracyclus","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12822","Diatom","Asymmetric_Biraphid",NA,"spp.",NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12823","Diatom","Asymmetric_Biraphid","Amphora","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12824","Diatom","Asymmetric_Biraphid","Amphora","coffeaeformis",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12825","Diatom","Asymmetric_Biraphid","Cymbella","spp.",NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12826","Diatom","Asymmetric_Biraphid","Cymbella","cymbiformis",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12827","Diatom","Asymmetric_Biraphid","Encyonema","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12828","Diatom","Asymmetric_Biraphid","Gomphoneis","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12829","Diatom","Centric",NA,"spp.",NA,"V356093_LXXXX",3,7,"Megan O'toole"
"12830","Diatom","Centric","Actinocyclus","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12831","Diatom","Centric","Alveophora","americana",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12832","Diatom","Centric","Aulocoseira","spp.",NA,"V356093_LXXXX",3,4,"Megan O'toole"
"12833","Diatom","Centric","Aulocoseira","ambigua",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12834","Diatom","Centric","Aulocoseira","canadensis",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12835","Diatom","Centric","Aulocoseira","pusilla",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12836","Diatom","Centric","Aulocoseira","subarctica",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12837","Diatom","Centric","Aulocoseira","tenella",NA,"V356093_LXXXX",3,2,"Megan O'toole"
"12838","Diatom","Centric","Chaetoceros","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12839","Diatom","Centric","Cyclostephanos","tholiformis",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12840","Diatom","Centric","Cyclotella","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12841","Diatom","Centric","Lindavia","rossii",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12842","Diatom","Centric","Pliocaenicus","spp.",NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12843","Diatom","Centric","Stephanodiscus","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12844","Diatom","Epithemioid","Epithemia","musculus",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12845","Diatom","Epithemioid","Epithemia","Rhopalodia",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12846","Diatom","Eunotioid",NA,"spp.",NA,"V356093_LXXXX",3,3,"Megan O'toole"
"12847","Diatom","Eunotioid","Eunotia","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12848","Diatom","Eunotioid","Semiorbis","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12849","Diatom","Monoraphid",NA,"spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12850","Diatom","Monoraphid","Cocconeis","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12851","Diatom","Monoraphid","Planothidium","apiculatum",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12852","Diatom","Monoraphid","Planothidium","delicatulum",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12853","Diatom","Nitzschioid",NA,"spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12854","Diatom","Nitzschioid","Nitzschia","fonticola",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12855","Diatom","Surirelloid","Surirella","amphioxys",NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12856","Diatom","Symmetric_Biraphid",NA,"spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12857","Diatom","Symmetric_Biraphid","Anomoeneis","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12858","Diatom","Symmetric_Biraphid","Anomoeneis","sculpta",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12859","Diatom","Symmetric_Biraphid","Craticula","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12860","Diatom","Symmetric_Biraphid","Geissleria","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12861","Diatom","Symmetric_Biraphid","Navicula","spp.",NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12862","Diatom","Unknown_Fragment",NA,NA,NA,"V356093_LXXXX",3,57,"Megan O'toole"
"12863","Phytolith","Acicular",NA,NA,NA,"V356093_LXXXX",3,5,"Megan O'toole"
"12864","Phytolith","Acute",NA,NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12865","Phytolith","Acute","Arcuate",NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12866","Phytolith","Bilobate",NA,NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12867","Phytolith","Blocky",NA,NA,NA,"V356093_LXXXX",3,4,"Megan O'toole"
"12868","Phytolith","Brachiate",NA,NA,NA,"V356093_LXXXX",3,2,"Megan O'toole"
"12869","Phytolith","Bulliform_flabellate",NA,NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12870","Phytolith","Elongate",NA,NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12871","Phytolith","Elongate","Arcuate_type_1",NA,NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12872","Phytolith","Elongate","Dentate",NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12873","Phytolith","Elongate","Entire_type_1",NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12874","Phytolith","Elongate","Entire_type_2",NA,NA,"V356093_LXXXX",3,7,"Megan O'toole"
"12875","Phytolith","Elongate","Sinuate",NA,NA,"V356093_LXXXX",3,3,"Megan O'toole"
"12876","Phytolith","Oblong","Psilate",NA,NA,"V356093_LXXXX",3,3,"Megan O'toole"
"12877","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12878","Phytolith","Polygonal","Tabular_type_2",NA,NA,"V356093_LXXXX",3,9,"Megan O'toole"
"12879","Phytolith","Polyhedral","Sclereid",NA,NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12880","Phytolith","Rondel",NA,NA,NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12881","Phytolith","Spheroid","Granulate",NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12882","Phytolith","Spheroid","Psilate",NA,NA,"V356093_LXXXX",3,3,"Megan O'toole"
"12883","Phytolith","Spheroid","Ornate",NA,NA,"V356093_LXXXX",3,10,"Megan O'toole"
"12884","Phytolith","Spheroid","Plicate",NA,NA,"V356093_LXXXX",3,2,"Megan O'toole"
"12885","Phytolith","Tracheary_annulate",NA,NA,NA,"V356093_LXXXX",3,1,"Megan O'toole"
"12886","Phytolith","Cross",NA,NA,NA,"V356093_LXXXX",3,0,"Megan O'toole"
"12887","Phytolith","Unknown_Fragment",NA,NA,NA,"V356093_LXXXX",3,39,"Megan O'toole"
"12888","Sponge_Spicule",NA,NA,NA,NA,"V356093_LXXXX",3,9,"Megan O'toole"
"12889","Charred",NA,NA,NA,NA,"V356093_LXXXX",3,13,"Megan O'toole"
"12890","Unknown",NA,NA,NA,NA,"V356093_LXXXX",3,10,"Megan O'toole"
"12891","Diatom","Araphid",NA,"spp.",NA,"V356093_LXXXX",4,2,"Megan O'toole"
"12892","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12893","Diatom","Araphid","Fragilariales","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12894","Diatom","Araphid","Odontidium","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12895","Diatom","Araphid","Punctastriata","mimetica",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12896","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12897","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12898","Diatom","Araphid","Staurosira","construens","construens","V356093_LXXXX",4,0,"Megan O'toole"
"12899","Diatom","Araphid","Staurosira","construens","binodis","V356093_LXXXX",4,0,"Megan O'toole"
"12900","Diatom","Araphid","Staurosira","construens","venter","V356093_LXXXX",4,0,"Megan O'toole"
"12901","Diatom","Araphid","Staurosirella","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12902","Diatom","Araphid","Staurosirella","leptostauron","leptostauron","V356093_LXXXX",4,0,"Megan O'toole"
"12903","Diatom","Araphid","Staurosirella","leptostauron","dubia","V356093_LXXXX",4,0,"Megan O'toole"
"12904","Diatom","Araphid","Staurosirella","pinnata",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12905","Diatom","Araphid","Tetracyclus","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12906","Diatom","Asymmetric_Biraphid",NA,"spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12907","Diatom","Asymmetric_Biraphid","Amphora","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12908","Diatom","Asymmetric_Biraphid","Amphora","coffeaeformis",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12909","Diatom","Asymmetric_Biraphid","Cymbella","spp.",NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12910","Diatom","Asymmetric_Biraphid","Cymbella","cymbiformis",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12911","Diatom","Asymmetric_Biraphid","Encyonema","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12912","Diatom","Asymmetric_Biraphid","Gomphoneis","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12913","Diatom","Centric",NA,"spp.",NA,"V356093_LXXXX",4,5,"Megan O'toole"
"12914","Diatom","Centric","Actinocyclus","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12915","Diatom","Centric","Alveophora","americana",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12916","Diatom","Centric","Aulocoseira","spp.",NA,"V356093_LXXXX",4,2,"Megan O'toole"
"12917","Diatom","Centric","Aulocoseira","ambigua",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12918","Diatom","Centric","Aulocoseira","canadensis",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12919","Diatom","Centric","Aulocoseira","pusilla",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12920","Diatom","Centric","Aulocoseira","subarctica",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12921","Diatom","Centric","Aulocoseira","tenella",NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12922","Diatom","Centric","Chaetoceros","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12923","Diatom","Centric","Cyclostephanos","tholiformis",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12924","Diatom","Centric","Cyclotella","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12925","Diatom","Centric","Lindavia","rossii",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12926","Diatom","Centric","Pliocaenicus","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12927","Diatom","Centric","Stephanodiscus","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12928","Diatom","Epithemioid","Epithemia","musculus",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12929","Diatom","Epithemioid","Epithemia","Rhopalodia",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12930","Diatom","Eunotioid",NA,"spp.",NA,"V356093_LXXXX",4,2,"Megan O'toole"
"12931","Diatom","Eunotioid","Eunotia","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12932","Diatom","Eunotioid","Semiorbis","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12933","Diatom","Monoraphid",NA,"spp.",NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12934","Diatom","Monoraphid","Cocconeis","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12935","Diatom","Monoraphid","Planothidium","apiculatum",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12936","Diatom","Monoraphid","Planothidium","delicatulum",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12937","Diatom","Nitzschioid",NA,"spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12938","Diatom","Nitzschioid","Nitzschia","fonticola",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12939","Diatom","Surirelloid","Surirella","amphioxys",NA,"V356093_LXXXX",4,6,"Megan O'toole"
"12940","Diatom","Symmetric_Biraphid",NA,"spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12941","Diatom","Symmetric_Biraphid","Anomoeneis","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12942","Diatom","Symmetric_Biraphid","Anomoeneis","sculpta",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12943","Diatom","Symmetric_Biraphid","Craticula","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12944","Diatom","Symmetric_Biraphid","Geissleria","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12945","Diatom","Symmetric_Biraphid","Navicula","spp.",NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12946","Diatom","Unknown_Fragment",NA,NA,NA,"V356093_LXXXX",4,49,"Megan O'toole"
"12947","Phytolith","Acicular",NA,NA,NA,"V356093_LXXXX",4,3,"Megan O'toole"
"12948","Phytolith","Acute",NA,NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12949","Phytolith","Acute","Arcuate",NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12950","Phytolith","Bilobate",NA,NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12951","Phytolith","Blocky",NA,NA,NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12952","Phytolith","Brachiate",NA,NA,NA,"V356093_LXXXX",4,4,"Megan O'toole"
"12953","Phytolith","Bulliform_flabellate",NA,NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12954","Phytolith","Elongate",NA,NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12955","Phytolith","Elongate","Arcuate_type_1",NA,NA,"V356093_LXXXX",4,2,"Megan O'toole"
"12956","Phytolith","Elongate","Dentate",NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12957","Phytolith","Elongate","Entire_type_1",NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12958","Phytolith","Elongate","Entire_type_2",NA,NA,"V356093_LXXXX",4,12,"Megan O'toole"
"12959","Phytolith","Elongate","Sinuate",NA,NA,"V356093_LXXXX",4,2,"Megan O'toole"
"12960","Phytolith","Oblong","Psilate",NA,NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12961","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12962","Phytolith","Polygonal","Tabular_type_2",NA,NA,"V356093_LXXXX",4,9,"Megan O'toole"
"12963","Phytolith","Polyhedral","Sclereid",NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12964","Phytolith","Rondel",NA,NA,NA,"V356093_LXXXX",4,2,"Megan O'toole"
"12965","Phytolith","Spheroid","Granulate",NA,NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12966","Phytolith","Spheroid","Psilate",NA,NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12967","Phytolith","Spheroid","Ornate",NA,NA,"V356093_LXXXX",4,5,"Megan O'toole"
"12968","Phytolith","Spheroid","Plicate",NA,NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12969","Phytolith","Tracheary_annulate",NA,NA,NA,"V356093_LXXXX",4,1,"Megan O'toole"
"12970","Phytolith","Cross",NA,NA,NA,"V356093_LXXXX",4,0,"Megan O'toole"
"12971","Phytolith","Unknown_Fragment",NA,NA,NA,"V356093_LXXXX",4,29,"Megan O'toole"
"12972","Sponge_Spicule",NA,NA,NA,NA,"V356093_LXXXX",4,10,"Megan O'toole"
"12973","Charred",NA,NA,NA,NA,"V356093_LXXXX",4,18,"Megan O'toole"
"12974","Unknown",NA,NA,NA,NA,"V356093_LXXXX",4,5,"Megan O'toole"
"12975","Diatom","Araphid",NA,"spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12976","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12977","Diatom","Araphid","Fragilariales","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12978","Diatom","Araphid","Odontidium","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12979","Diatom","Araphid","Punctastriata","mimetica",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12980","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12981","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12982","Diatom","Araphid","Staurosira","construens","construens","V356241_LXXXX",1,0,"Megan O'toole"
"12983","Diatom","Araphid","Staurosira","construens","binodis","V356241_LXXXX",1,0,"Megan O'toole"
"12984","Diatom","Araphid","Staurosira","construens","venter","V356241_LXXXX",1,0,"Megan O'toole"
"12985","Diatom","Araphid","Staurosirella","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12986","Diatom","Araphid","Staurosirella","leptostauron","leptostauron","V356241_LXXXX",1,0,"Megan O'toole"
"12987","Diatom","Araphid","Staurosirella","leptostauron","dubia","V356241_LXXXX",1,0,"Megan O'toole"
"12988","Diatom","Araphid","Staurosirella","pinnata",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12989","Diatom","Araphid","Tetracyclus","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12990","Diatom","Asymmetric_Biraphid",NA,"spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12991","Diatom","Asymmetric_Biraphid","Amphora","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12992","Diatom","Asymmetric_Biraphid","Amphora","coffeaeformis",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12993","Diatom","Asymmetric_Biraphid","Cymbella","spp.",NA,"V356241_LXXXX",1,2,"Megan O'toole"
"12994","Diatom","Asymmetric_Biraphid","Cymbella","cymbiformis",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12995","Diatom","Asymmetric_Biraphid","Encyonema","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12996","Diatom","Asymmetric_Biraphid","Gomphoneis","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12997","Diatom","Centric",NA,"spp.",NA,"V356241_LXXXX",1,9,"Megan O'toole"
"12998","Diatom","Centric","Actinocyclus","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"12999","Diatom","Centric","Alveophora","americana",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13000","Diatom","Centric","Aulocoseira","spp.",NA,"V356241_LXXXX",1,4,"Megan O'toole"
"13001","Diatom","Centric","Aulocoseira","ambigua",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13002","Diatom","Centric","Aulocoseira","canadensis",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13003","Diatom","Centric","Aulocoseira","pusilla",NA,"V356241_LXXXX",1,1,"Megan O'toole"
"13004","Diatom","Centric","Aulocoseira","subarctica",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13005","Diatom","Centric","Aulocoseira","tenella",NA,"V356241_LXXXX",1,1,"Megan O'toole"
"13006","Diatom","Centric","Chaetoceros","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13007","Diatom","Centric","Cyclostephanos","tholiformis",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13008","Diatom","Centric","Cyclotella","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13009","Diatom","Centric","Lindavia","rossii",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13010","Diatom","Centric","Pliocaenicus","spp.",NA,"V356241_LXXXX",1,1,"Megan O'toole"
"13011","Diatom","Centric","Stephanodiscus","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13012","Diatom","Epithemioid","Epithemia","musculus",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13013","Diatom","Epithemioid","Epithemia","Rhopalodia",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13014","Diatom","Eunotioid",NA,"spp.",NA,"V356241_LXXXX",1,2,"Megan O'toole"
"13015","Diatom","Eunotioid","Eunotia","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13016","Diatom","Eunotioid","Semiorbis","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13017","Diatom","Monoraphid",NA,"spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13018","Diatom","Monoraphid","Cocconeis","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13019","Diatom","Monoraphid","Planothidium","apiculatum",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13020","Diatom","Monoraphid","Planothidium","delicatulum",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13021","Diatom","Nitzschioid",NA,"spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13022","Diatom","Nitzschioid","Nitzschia","fonticola",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13023","Diatom","Surirelloid","Surirella","amphioxys",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13024","Diatom","Symmetric_Biraphid",NA,"spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13025","Diatom","Symmetric_Biraphid","Anomoeneis","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13026","Diatom","Symmetric_Biraphid","Anomoeneis","sculpta",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13027","Diatom","Symmetric_Biraphid","Craticula","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13028","Diatom","Symmetric_Biraphid","Geissleria","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13029","Diatom","Symmetric_Biraphid","Navicula","spp.",NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13030","Diatom","Unknown_Fragment",NA,NA,NA,"V356241_LXXXX",1,42,"Megan O'toole"
"13031","Phytolith","Acicular",NA,NA,NA,"V356241_LXXXX",1,5,"Megan O'toole"
"13032","Phytolith","Acute",NA,NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13033","Phytolith","Acute","Arcuate",NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13034","Phytolith","Bilobate",NA,NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13035","Phytolith","Blocky",NA,NA,NA,"V356241_LXXXX",1,25,"Megan O'toole"
"13036","Phytolith","Brachiate",NA,NA,NA,"V356241_LXXXX",1,2,"Megan O'toole"
"13037","Phytolith","Bulliform_flabellate",NA,NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13038","Phytolith","Elongate",NA,NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13039","Phytolith","Elongate","Arcuate_type_1",NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
"13040","Phytolith","Elongate","Dentate",NA,NA,"V356241_LXXXX",1,2,"Megan O'toole"
"13041","Phytolith","Elongate","Entire_type_1",NA,NA,"V356241_LXXXX",1,9,"Megan O'toole"
"13042","Phytolith","Elongate","Entire_type_2",NA,NA,"V356241_LXXXX",1,23,"Megan O'toole"
"13043","Phytolith","Elongate","Sinuate",NA,NA,"V356241_LXXXX",1,4,"Megan O'toole"
"13044","Phytolith","Oblong","Psilate",NA,NA,"V356241_LXXXX",1,11,"Megan O'toole"
"13045","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V356241_LXXXX",1,0,"Megan O'toole"
